model,folds,test_roc_auc_mean,test_roc_auc_std,test_average_precision_mean,test_average_precision_std,test_accuracy_mean,test_accuracy_std,test_balanced_accuracy_mean,test_balanced_accuracy_std,test_f1_mean,test_f1_std,test_precision_mean,test_precision_std,test_recall_sensitivity_mean,test_recall_sensitivity_std,test_specificity_mean,test_specificity_std
abmil,5,0.9840529528004422,0.00770368578024546,0.9744561650456195,0.015674369896345686,0.935992686778027,0.035245440454915955,0.9360510118243612,0.02644531737104467,0.9074892920829584,0.04598005406192338,0.886194151490067,0.09155478588635178,0.9359959037378391,0.03706450633570661,0.9361061199108832,0.057833324740427836
