model,folds,test_roc_auc_mean,test_roc_auc_std,test_average_precision_mean,test_average_precision_std,test_accuracy_mean,test_accuracy_std,test_balanced_accuracy_mean,test_balanced_accuracy_std,test_f1_mean,test_f1_std,test_precision_mean,test_precision_std,test_recall_sensitivity_mean,test_recall_sensitivity_std,test_specificity_mean,test_specificity_std
abmil,5,0.9859536043084638,0.007787290317526089,0.9772333027987361,0.0122060324180718,0.9453502867115432,0.026832207765685838,0.942196907377388,0.024892072491106733,0.9186943920840216,0.03888044942524016,0.9072005945107502,0.06548169204760716,0.932821300563236,0.0341782353471035,0.95157251419154,0.036224948468239225
