model,fold,epoch,train_loss,class_biases,val_n,val_positive,val_negative,val_threshold,val_roc_auc,val_average_precision,val_accuracy,val_balanced_accuracy,val_f1,val_precision,val_recall_sensitivity,val_specificity,val_tn,val_fp,val_fn,val_tp
abmil,2,1,0.36653117922404665,,108,36,72,0.5577016472816467,0.9868827160493827,0.9765235699564694,0.9351851851851852,0.9375,0.9066666666666666,0.8717948717948718,0.9444444444444444,0.9305555555555556,67,5,2,34
abmil,2,2,0.16932558522708258,,108,36,72,0.5,0.9888117283950618,0.980165822588609,0.9351851851851852,0.9444444444444444,0.9090909090909091,0.8536585365853658,0.9722222222222222,0.9166666666666666,66,6,1,35
abmil,2,3,0.12045042610268732,,108,36,72,0.5688824653625488,0.9891975308641975,0.9818730316975726,0.9629629629629629,0.9583333333333333,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9722222222222222,70,2,2,34
abmil,2,4,0.05749463903053665,,108,36,72,0.8797463774681091,0.9895833333333334,0.9818679483761006,0.9537037037037037,0.9444444444444444,0.9295774647887324,0.9428571428571428,0.9166666666666666,0.9722222222222222,70,2,3,33
abmil,2,5,0.0411232599498881,,108,36,72,0.5,0.9895833333333334,0.9828135404789817,0.9629629629629629,0.9513888888888888,0.9428571428571428,0.9705882352941176,0.9166666666666666,0.9861111111111112,71,1,3,33
abmil,2,6,0.0746537915927748,,108,36,72,0.537316083908081,0.988425925925926,0.982268990015732,0.9629629629629629,0.9583333333333333,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9722222222222222,70,2,2,34
abmil,2,7,0.013287979680322354,,108,36,72,0.11424694210290909,0.9895833333333333,0.9845078538399618,0.9722222222222222,0.9722222222222222,0.958904109589041,0.9459459459459459,0.9722222222222222,0.9722222222222222,70,2,1,35
abmil,2,8,0.016600661792219477,,108,36,72,0.9834858179092407,0.9876543209876544,0.9798753035513831,0.9629629629629629,0.9513888888888888,0.9428571428571428,0.9705882352941176,0.9166666666666666,0.9861111111111112,71,1,3,33
abmil,2,9,0.0027225037725926095,,108,36,72,0.20449316501617432,0.9880401234567902,0.9808781737396933,0.9537037037037037,0.9513888888888888,0.9315068493150684,0.918918918918919,0.9444444444444444,0.9583333333333334,69,3,2,34
abmil,2,10,0.016226771067050515,,108,36,72,0.3137326240539551,0.9899691358024691,0.9848325291646371,0.9722222222222222,0.9722222222222222,0.958904109589041,0.9459459459459459,0.9722222222222222,0.9722222222222222,70,2,1,35
abmil,2,11,0.002355871955061491,,108,36,72,0.08647269010543823,0.9899691358024691,0.9844777485466986,0.9629629629629629,0.9652777777777778,0.9459459459459459,0.9210526315789473,0.9722222222222222,0.9583333333333334,69,3,1,35
abmil,2,12,0.0008845928189657919,,108,36,72,0.3571137487888336,0.9895833333333334,0.9839480678635092,0.9722222222222222,0.9652777777777778,0.9577464788732394,0.9714285714285714,0.9444444444444444,0.9861111111111112,71,1,2,34
