model,fold,epoch,train_loss,class_biases,val_n,val_positive,val_negative,val_threshold,val_roc_auc,val_average_precision,val_accuracy,val_balanced_accuracy,val_f1,val_precision,val_recall_sensitivity,val_specificity,val_tn,val_fp,val_fn,val_tp
abmil,3,1,0.39975615206676035,,110,36,74,0.671401858329773,0.9913663663663664,0.9842395714568956,0.9545454545454546,0.9590840840840841,0.9333333333333333,0.8974358974358975,0.9722222222222222,0.9459459459459459,70,4,1,35
abmil,3,2,0.18709722876441306,,110,36,74,0.5,0.9928678678678678,0.9864564537166283,0.9545454545454546,0.9519519519519519,0.9315068493150684,0.918918918918919,0.9444444444444444,0.9594594594594594,71,3,2,34
abmil,3,3,0.12371867541832707,,110,36,74,0.14209416508674622,0.9932432432432433,0.9865905324636148,0.9545454545454546,0.9662162162162162,0.935064935064935,0.8780487804878049,1.0,0.9324324324324325,69,5,0,36
abmil,3,4,0.10397301204915073,,110,36,74,0.1576206237077713,0.9943693693693694,0.9882989218966511,0.9727272727272728,0.9797297297297297,0.96,0.9230769230769231,1.0,0.9594594594594594,71,3,0,36
abmil,3,5,0.0633961110371484,,110,36,74,0.10517620295286179,0.9954954954954954,0.990625371152925,0.9727272727272728,0.9797297297297297,0.96,0.9230769230769231,1.0,0.9594594594594594,71,3,0,36
abmil,3,6,0.06888105303505235,,110,36,74,0.46197277307510376,0.9932432432432433,0.9863206269305513,0.9636363636363636,0.9658408408408408,0.9459459459459459,0.9210526315789473,0.9722222222222222,0.9594594594594594,71,3,1,35
abmil,3,7,0.0333610381728487,,110,36,74,0.04724147543311119,0.9947447447447447,0.9894798795292218,0.9636363636363636,0.972972972972973,0.9473684210526315,0.9,1.0,0.9459459459459459,70,4,0,36
abmil,3,8,0.022159528976444562,,110,36,74,0.08191303163766861,0.9954954954954954,0.9909889607258029,0.9727272727272728,0.9797297297297297,0.96,0.9230769230769231,1.0,0.9594594594594594,71,3,0,36
abmil,3,9,0.042461031720687374,,110,36,74,0.1570935845375061,0.993993993993994,0.9882184296733493,0.9636363636363636,0.9658408408408408,0.9459459459459459,0.9210526315789473,0.9722222222222222,0.9594594594594594,71,3,1,35
