model,folds,test_roc_auc_mean,test_roc_auc_std,test_average_precision_mean,test_average_precision_std,test_accuracy_mean,test_accuracy_std,test_balanced_accuracy_mean,test_balanced_accuracy_std,test_f1_mean,test_f1_std,test_precision_mean,test_precision_std,test_recall_sensitivity_mean,test_recall_sensitivity_std,test_specificity_mean,test_specificity_std
abmil,5,0.9853810096693651,0.00550631762802018,0.976805903615368,0.01038656323960635,0.9443253275714009,0.017065650566630224,0.9422656699543512,0.01718407072669099,0.9171651970524921,0.023974396105721014,0.9027900521784726,0.05708983646185305,0.9360471070148488,0.046125741069776224,0.9484842328938534,0.03401411971778974
