model,folds,test_roc_auc_mean,test_roc_auc_std,test_average_precision_mean,test_average_precision_std,test_accuracy_mean,test_accuracy_std,test_balanced_accuracy_mean,test_balanced_accuracy_std,test_f1_mean,test_f1_std,test_precision_mean,test_precision_std,test_recall_sensitivity_mean,test_recall_sensitivity_std,test_specificity_mean,test_specificity_std
abmil,5,0.9846236688355159,0.00725271655930568,0.9756112828212491,0.010042746918161862,0.9390232416410427,0.012087287008916328,0.933270843049392,0.014421062930044843,0.9079950884500644,0.017740216796764977,0.9015406162464984,0.03896969163993101,0.9166410650281618,0.03808651395736065,0.949900621070622,0.023346920545688946
