model,folds,test_roc_auc_mean,test_roc_auc_std,test_average_precision_mean,test_average_precision_std,test_accuracy_mean,test_accuracy_std,test_balanced_accuracy_mean,test_balanced_accuracy_std,test_f1_mean,test_f1_std,test_precision_mean,test_precision_std,test_recall_sensitivity_mean,test_recall_sensitivity_std,test_specificity_mean,test_specificity_std
abmil,5,0.9844774761427983,0.00791334023184767,0.9728526852678634,0.017005390011192643,0.9422754092911159,0.029951259738247093,0.9292470507894597,0.04572541619460313,0.9082028280864876,0.05317656934257403,0.9322417017297802,0.04081310744445877,0.8912954429083462,0.09732893125822857,0.9671986586705732,0.022293969467736367
