model,fold,epoch,train_loss,class_biases,val_n,val_positive,val_negative,val_threshold,val_roc_auc,val_average_precision,val_accuracy,val_balanced_accuracy,val_f1,val_precision,val_recall_sensitivity,val_specificity,val_tn,val_fp,val_fn,val_tp
abmil,3,1,0.38970078686395515,,110,36,74,0.5,0.9902402402402402,0.9822857618380189,0.9454545454545454,0.9523273273273274,0.9210526315789473,0.875,0.9722222222222222,0.9324324324324325,69,5,1,35
abmil,3,2,0.18498534269715983,,110,36,74,0.09989453852176666,0.9928678678678678,0.9864564537166283,0.9363636363636364,0.9527027027027026,0.9113924050632911,0.8372093023255814,1.0,0.9054054054054054,67,7,0,36
abmil,3,3,0.12932735729917813,,110,36,74,0.222654327750206,0.9932432432432432,0.986665832763562,0.9636363636363636,0.9658408408408408,0.9459459459459459,0.9210526315789473,0.9722222222222222,0.9594594594594594,71,3,1,35
abmil,3,4,0.09709169190513561,,110,36,74,0.11138588190078735,0.9932432432432433,0.9862559040717109,0.9545454545454546,0.9662162162162162,0.935064935064935,0.8780487804878049,1.0,0.9324324324324325,69,5,0,36
abmil,3,5,0.06379881821097044,,110,36,74,0.06442008167505264,0.9951201201201201,0.9899843455118994,0.9636363636363636,0.972972972972973,0.9473684210526315,0.9,1.0,0.9459459459459459,70,4,0,36
abmil,3,6,0.043800277420702444,,110,36,74,0.05180453509092331,0.9936186186186187,0.9872465528564772,0.9545454545454546,0.9662162162162162,0.935064935064935,0.8780487804878049,1.0,0.9324324324324325,69,5,0,36
abmil,3,7,0.03210669955836728,,110,36,74,0.31013235449790955,0.9943693693693694,0.9888726964900336,0.9636363636363636,0.9658408408408408,0.9459459459459459,0.9210526315789473,0.9722222222222222,0.9594594594594594,71,3,1,35
abmil,3,8,0.019291235068611478,,110,36,74,0.04991677403450012,0.9943693693693694,0.9889231454145073,0.9545454545454546,0.9662162162162162,0.935064935064935,0.8780487804878049,1.0,0.9324324324324325,69,5,0,36
abmil,3,9,0.030500316496218496,,110,36,74,0.19657902419567108,0.992117117117117,0.9857564752739025,0.9636363636363636,0.9658408408408408,0.9459459459459459,0.9210526315789473,0.9722222222222222,0.9594594594594594,71,3,1,35
abmil,3,10,0.01844833561282677,,110,36,74,0.027944548055529594,0.993993993993994,0.988077887345307,0.9545454545454546,0.9662162162162162,0.935064935064935,0.8780487804878049,1.0,0.9324324324324325,69,5,0,36
