status,rel_path,source_file,output_path,selected_tiles,embedded_tiles,skipped_missing_tiles,total_tiles,tile_size,source_tile_size,subtiles_per_tile,model_input_size,level0_cols,level0_rows,tissue_threshold,target_mpp,source_mpp,elapsed_s,output_dtype,preprocess,prefetch_batches,error
ok,S 210000320/01__.fastpath,S 210000320#S 210000320###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210000320_01_106e6b71bc.npz,679,679,0,16992,256,512,2,224,118,36,0.1,0.527366,0.263683,1.104,float16,gpu,1,
ok,S 210000749/01__.fastpath,S 210000749#S 210000749###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210000749_01_21b76f301b.npz,928,928,0,22040,256,512,2,224,145,38,0.1,0.526474,0.263237,1.028,float16,gpu,1,
ok,S 210000900/01_1.fastpath,S 210000900#S 210000900#1##S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210000900_01_1_4dc801250d.npz,801,801,0,22648,256,512,2,224,149,38,0.1,0.527366,0.263683,0.849,float16,gpu,1,
ok,S 210000900/02_2.fastpath,S 210000900#S 210000900#2##S#2.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210000900_02_2_383b48ee24.npz,704,704,0,22052,256,512,2,224,149,37,0.1,0.527366,0.263683,0.756,float16,gpu,1,
ok,S 210001344/01_1.fastpath,S 210001344#S 210001344#1##S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210001344_01_1_8ec80ff79f.npz,1311,1311,0,37408,256,512,2,224,167,56,0.1,0.527366,0.263683,1.407,float16,gpu,1,
ok,S 210001344/02_2.fastpath,S 210001344#S 210001344#2##S#2.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210001344_02_2_657eaabd3b.npz,2018,2018,0,27520,256,512,2,224,160,43,0.1,0.527366,0.263683,2.086,float16,gpu,1,
ok,S 210001884/01_1.fastpath,S 210001884#S 210001884#1##S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210001884_01_1_5da6249204.npz,1486,1486,0,25696,256,512,2,224,146,44,0.1,0.527366,0.263683,1.575,float16,gpu,1,
ok,S 210001884/02_2.fastpath,S 210001884#S 210001884#2##S#2.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210001884_02_2_909546591f.npz,1645,1645,0,24696,256,512,2,224,147,42,0.1,0.527366,0.263683,1.736,float16,gpu,1,
ok,S 210001891/01__.fastpath,S 210001891#S 210001891###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210001891_01_238d8ae651.npz,1447,1447,0,23360,256,512,2,224,146,40,0.1,0.526292,0.263146,1.470,float16,gpu,1,
ok,S 210001893/01__.fastpath,S 210001893#S 210001893###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210001893_01_358ea44869.npz,987,987,0,29784,256,512,2,224,146,51,0.1,0.526292,0.263146,1.137,float16,gpu,1,
ok,S 210002488/01__.fastpath,S 210002488#S 210002488###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210002488_01_ca29daa31d.npz,2623,2623,0,32256,256,512,2,224,168,48,0.1,0.527366,0.263683,2.725,float16,gpu,1,
ok,S 210002656/01__.fastpath,S 210002656#S 210002656###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210002656_01_c0de07c00c.npz,1617,1617,0,40200,256,512,2,224,150,67,0.1,0.527366,0.263683,1.744,float16,gpu,1,
ok,S 210002810/01__.fastpath,S 210002810#S 210002810###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210002810_01_dd9654cdc5.npz,1523,1523,0,24192,256,512,2,224,144,42,0.1,0.527366,0.263683,1.653,float16,gpu,1,
ok,S 210002977/01__.fastpath,S 210002977#S 210002977###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210002977_01_067beb456c.npz,1159,1159,0,19520,256,512,2,224,122,40,0.1,0.527366,0.263683,1.245,float16,gpu,1,
ok,S 210003113/01__.fastpath,S 210003113#S 210003113###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210003113_01_76ffff25c6.npz,1494,1494,0,30992,256,512,2,224,149,52,0.1,0.526292,0.263146,1.584,float16,gpu,1,
ok,S 210003745/01__.fastpath,S 210003745#S 210003745###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210003745_01_01f944d49b.npz,1234,1234,0,25112,256,512,2,224,146,43,0.1,0.527366,0.263683,1.297,float16,gpu,1,
ok,S 210004388/01_1.fastpath,S 210004388#S 210004388#1##S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210004388_01_1_56531bb85b.npz,490,490,0,24108,256,512,2,224,147,41,0.1,0.526292,0.263146,0.585,float16,gpu,1,
ok,S 210004388/02_2.fastpath,S 210004388#S 210004388#2##S#2.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210004388_02_2_876d1031f2.npz,1208,1208,0,25344,256,512,2,224,144,44,0.1,0.526292,0.263146,1.287,float16,gpu,1,
ok,S 210004392/01__.fastpath,S 210004392#S 210004392###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210004392_01_daf937f027.npz,1315,1315,0,34428,256,512,2,224,151,57,0.1,0.526292,0.263146,1.430,float16,gpu,1,
ok,S 210004564/01__.fastpath,S 210004564#S 210004564###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210004564_01_48f63957a0.npz,2148,2148,0,35984,256,512,2,224,173,52,0.1,0.527366,0.263683,2.247,float16,gpu,1,
ok,S 210004953/01__.fastpath,S 210004953#S 210004953###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210004953_01_f40dc985fa.npz,2774,2774,0,34800,256,512,2,224,150,58,0.1,0.526474,0.263237,2.840,float16,gpu,1,
ok,S 210005102/01_1.fastpath,S 210005102#S 210005102#1##S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210005102_01_1_80ce3ce1b3.npz,1252,1252,0,22400,256,512,2,224,160,35,0.1,0.528186,0.264093,1.266,float16,gpu,1,
ok,S 210005102/02_2.fastpath,S 210005102#S 210005102#2##S#2.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210005102_02_2_bf983651a9.npz,1120,1120,0,19328,256,512,2,224,151,32,0.1,0.528186,0.264093,1.203,float16,gpu,1,
ok,S 210005112/01__.fastpath,S 210005112#S 210005112###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210005112_01_26701c8ffb.npz,2729,2729,0,34560,256,512,2,224,160,54,0.1,0.528186,0.264093,2.870,float16,gpu,1,
ok,S 210005597/01__.fastpath,S 210005597#S 210005597###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210005597_01_3d3f0b37b3.npz,673,673,0,29536,256,512,2,224,142,52,0.1,0.526474,0.263237,7.345,float16,gpu,1,
ok,S 210005600/01__.fastpath,S 210005600#S 210005600###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210005600_01_b2b4648fc7.npz,1661,1661,0,36344,256,512,2,224,154,59,0.1,0.526474,0.263237,3.325,float16,gpu,1,
ok,S 210005733/01__.fastpath,S 210005733#S 210005733###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210005733_01_d536fb180e.npz,860,860,0,22400,256,512,2,224,140,40,0.1,0.526474,0.263237,0.972,float16,gpu,1,
ok,S 210006213/01__.fastpath,S 210006213#S 210006213###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210006213_01_865854a2d9.npz,696,696,0,33060,256,512,2,224,145,57,0.1,0.528186,0.264093,0.798,float16,gpu,1,
ok,S 210006307/01__.fastpath,S 210006307#S 210006307###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210006307_01_5ac9a40d68.npz,759,759,0,30720,256,512,2,224,160,48,0.1,0.528186,0.264093,0.870,float16,gpu,1,
ok,S 210006705/01__.fastpath,S 210006705#S 210006705###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210006705_01_5a3f44e9a3.npz,1730,1730,0,38740,256,512,2,224,149,65,0.1,0.528186,0.264093,1.804,float16,gpu,1,
ok,S 210006706/01__.fastpath,S 210006706#S 210006706###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210006706_01_88cd849904.npz,978,978,0,33152,256,512,2,224,148,56,0.1,0.528186,0.264093,1.070,float16,gpu,1,
ok,S 210006723/01__.fastpath,S 210006723#S 210006723###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210006723_01_f28ac1d47e.npz,1523,1523,0,36580,256,512,2,224,155,59,0.1,0.528186,0.264093,1.597,float16,gpu,1,
ok,S 210007019/00_1.fastpath,S 210007019#1###.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210007019_00_1_398ff2afae.npz,905,905,0,21584,256,512,2,224,142,38,0.1,0.527366,0.263683,0.972,float16,gpu,1,
ok,S 210007019/00_2.fastpath,S 210007019#2###.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210007019_00_2_0fd627251c.npz,717,717,0,16128,256,512,2,224,112,36,0.1,0.527366,0.263683,0.809,float16,gpu,1,
ok,S 210007024/01__.fastpath,S 210007024####.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210007024_01_a65dc31d6a.npz,3101,3101,0,22952,256,512,2,224,151,38,0.1,0.527366,0.263683,3.195,float16,gpu,1,
ok,S 210007025/01__.fastpath,S 210007025####.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210007025_01_a73046b218.npz,1543,1543,0,23520,256,512,2,224,140,42,0.1,0.527366,0.263683,1.656,float16,gpu,1,
ok,S 210007208/01__.fastpath,S 210007208#S 210007208###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210007208_01_749d34c9ba.npz,2072,2072,0,38400,256,512,2,224,160,60,0.1,0.527366,0.263683,2.160,float16,gpu,1,
ok,S 210007358/01__.fastpath,S 210007358#S 210007358###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210007358_01_f2b01ab48c.npz,1374,1374,0,28200,256,512,2,224,150,47,0.1,0.527366,0.263683,1.440,float16,gpu,1,
ok,S 210007362/01__.fastpath,S 210007362#S 210007362###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210007362_01_212488e884.npz,1284,1284,0,47656,256,512,2,224,161,74,0.1,0.527366,0.263683,1.373,float16,gpu,1,
ok,S 210007639/00_2__D.fastpath,S 210007639#2# D.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210007639_00_2__D_d2e0a5c7ff.npz,713,713,0,11648,256,512,2,224,91,32,0.1,0.528186,0.264093,0.781,float16,gpu,1,
ok,S 210007639/01_1.fastpath,S 210007639#S 210007639#1##S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210007639_01_1_3a271b61e7.npz,261,261,0,20336,256,512,2,224,124,41,0.1,0.526292,0.263146,0.330,float16,gpu,1,
ok,S 210007639/02_2.fastpath,S 210007639#S 210007639#2##S#2.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210007639_02_2_c140747238.npz,860,860,0,21712,256,512,2,224,118,46,0.1,0.526292,0.263146,0.944,float16,gpu,1,
ok,S 210007644/01__.fastpath,S 210007644#S 210007644###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210007644_01_18564bdda8.npz,977,977,0,27648,256,512,2,224,144,48,0.1,0.526292,0.263146,1.037,float16,gpu,1,
ok,S 210007783/00__.fastpath,S 210007783###S#0.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210007783_00_af2e5a2d8c.npz,1084,1084,0,49312,256,512,2,224,184,67,0.1,0.526292,0.263146,1.244,float16,gpu,1,
ok,S 210007867/01__.fastpath,S 210007867#S 210007867###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210007867_01_a9f0215aa0.npz,1662,1662,0,23840,256,512,2,224,149,40,0.1,0.526292,0.263146,1.769,float16,gpu,1,
ok,S 210007868/01__.fastpath,S 210007868#S 210007868###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210007868_01_0c7c626b6a.npz,809,809,0,18724,256,512,2,224,151,31,0.1,0.526292,0.263146,0.867,float16,gpu,1,
ok,S 210008174/01__.fastpath,S 210008174#S 210008174###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210008174_01_5a0c92817d.npz,947,947,0,18848,256,512,2,224,124,38,0.1,0.526474,0.263237,1.054,float16,gpu,1,
ok,S 210008656/01__.fastpath,S 210008656#S 210008656###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210008656_01_7c72e34254.npz,544,544,0,73960,256,512,2,224,215,86,0.1,0.527366,0.263683,0.667,float16,gpu,1,
ok,S 210008802/01__.fastpath,S 210008802#S 210008802###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210008802_01_c298f67f18.npz,1084,1084,0,21844,256,512,2,224,127,43,0.1,0.526292,0.263146,1.152,float16,gpu,1,
ok,S 210008878/01__.fastpath,S 210008878#S 210008878###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210008878_01_cb3309b9b2.npz,317,317,0,17160,256,512,2,224,143,30,0.1,0.526292,0.263146,0.386,float16,gpu,1,
ok,S 210009292/01__.fastpath,S 210009292#S 210009292###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210009292_01_9ea37ef35f.npz,3094,3094,0,28608,256,512,2,224,149,48,0.1,0.528186,0.264093,3.175,float16,gpu,1,
ok,S 210009296/01__.fastpath,S 210009296#S 210009296###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210009296_01_7223a88e8b.npz,1270,1270,0,25872,256,512,2,224,147,44,0.1,0.528186,0.264093,1.320,float16,gpu,1,
ok,S 210009298/01__.fastpath,S 210009298#S 210009298###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210009298_01_34e3167319.npz,1929,1929,0,33408,256,512,2,224,144,58,0.1,0.528186,0.264093,2.052,float16,gpu,1,
ok,S 210009465/01__.fastpath,S 210009465#S 210009465###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210009465_01_07f5f33912.npz,3431,3431,0,33220,256,512,2,224,151,55,0.1,0.527366,0.263683,3.634,float16,gpu,1,
ok,S 210009606/01__.fastpath,S 210009606#S 210009606###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210009606_01_55444b0f2f.npz,1531,1531,0,25400,256,512,2,224,127,50,0.1,0.527366,0.263683,1.634,float16,gpu,1,
ok,S 210009890/01_1.fastpath,S 210009890#S 210009890#1##S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210009890_01_1_19d35e665b.npz,1931,1931,0,37848,256,512,2,224,166,57,0.1,0.526292,0.263146,2.050,float16,gpu,1,
ok,S 210009890/02_2.fastpath,S 210009890#S 210009890#2##S#2.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210009890_02_2_40f44a287f.npz,2593,2593,0,30380,256,512,2,224,155,49,0.1,0.526292,0.263146,2.638,float16,gpu,1,
ok,S 210010094/01__.fastpath,S 210010094#S 210010094###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210010094_01_be74624b84.npz,957,957,0,40584,256,512,2,224,178,57,0.1,0.528186,0.264093,1.015,float16,gpu,1,
ok,S 210010251/01__.fastpath,S 210010251#S 210010251###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210010251_01_b0312ee603.npz,1387,1387,0,19800,256,512,2,224,150,33,0.1,0.527366,0.263683,1.484,float16,gpu,1,
ok,S 210010409/01__.fastpath,S 210010409#S 210010409###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210010409_01_bb1c931dce.npz,682,682,0,22648,256,512,2,224,149,38,0.1,0.527366,0.263683,0.758,float16,gpu,1,
ok,S 210010480/01_1.fastpath,S 210010480#S 210010480#1##S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210010480_01_1_f1a26600f2.npz,1464,1464,0,28028,256,512,2,224,143,49,0.1,0.527366,0.263683,1.610,float16,gpu,1,
ok,S 210010480/02_2.fastpath,S 210010480#S 210010480#2##S#2.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210010480_02_2_90157cbb43.npz,1829,1829,0,25420,256,512,2,224,155,41,0.1,0.527366,0.263683,1.877,float16,gpu,1,
ok,S 210010481/01_1.fastpath,S 210010481#S 210010481#1##S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210010481_01_1_d39cfbea28.npz,2060,2060,0,23088,256,512,2,224,156,37,0.1,0.527366,0.263683,2.138,float16,gpu,1,
ok,S 210010481/02_2.fastpath,S 210010481#S 210010481#2##S#2.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210010481_02_2_5df2166856.npz,1339,1339,0,26752,256,512,2,224,152,44,0.1,0.527366,0.263683,1.439,float16,gpu,1,
ok,S 210010775/01__.fastpath,S 210010775#S 210010775###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210010775_01_bd827e4b69.npz,746,746,0,28288,256,512,2,224,136,52,0.1,0.526474,0.263237,0.845,float16,gpu,1,
ok,S 210011213/01_1.fastpath,S 210011213#S 210011213#1##S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210011213_01_1_ff90c3e381.npz,700,700,0,24928,256,512,2,224,152,41,0.1,0.527366,0.263683,0.774,float16,gpu,1,
ok,S 210011213/02_2.fastpath,S 210011213#S 210011213#2##S#2.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210011213_02_2_ef4ddb35d9.npz,1048,1048,0,20440,256,512,2,224,146,35,0.1,0.527366,0.263683,1.127,float16,gpu,1,
ok,S 210011822/01_1.fastpath,S 210011822#S 210011822#1##S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210011822_01_1_6cdf21b92a.npz,963,963,0,24360,256,512,2,224,145,42,0.1,0.526474,0.263237,1.023,float16,gpu,1,
ok,S 210011822/02_2.fastpath,S 210011822#S 210011822#2##S#2.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210011822_02_2_0b5b6a7d58.npz,1099,1099,0,30740,256,512,2,224,145,53,0.1,0.526474,0.263237,1.145,float16,gpu,1,
ok,S 210011975/01__.fastpath,S 210011975####.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210011975_01_2c2166dc20.npz,973,973,0,21808,256,512,2,224,116,47,0.1,0.526474,0.263237,1.052,float16,gpu,1,
ok,S 210012066/01__.fastpath,S 210012066#S 210012066###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210012066_01_63f900bad6.npz,0,0,0,46760,256,512,2,224,167,70,0.1,0.526292,0.263146,0.003,float16,gpu,1,
ok,S 210012413/01__.fastpath,S 210012413#S 210012413###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210012413_01_e53c33b640.npz,1683,1683,0,22304,256,512,2,224,136,41,0.1,0.525142,0.262571,1.797,float16,gpu,1,
ok,S 210012420/01__.fastpath,S 210012420#S 210012420###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210012420_01_2b04e28ebc.npz,948,948,0,37840,256,512,2,224,172,55,0.1,0.526028,0.263014,1.047,float16,gpu,1,
ok,S 210012423/01__.fastpath,S 210012423#S 210012423###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210012423_01_5e68b952a0.npz,1611,1611,0,23048,256,512,2,224,134,43,0.1,0.525142,0.262571,1.685,float16,gpu,1,
ok,S 210012582/01__.fastpath,S 210012582#S 210012582###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210012582_01_5c3a6dea4a.npz,1506,1506,0,43168,256,512,2,224,152,71,0.1,0.525142,0.262571,1.619,float16,gpu,1,
ok,S 210012722/01__.fastpath,S 210012722#S 210012722###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210012722_01_88352360ea.npz,825,825,0,34456,256,512,2,224,146,59,0.1,0.525142,0.262571,0.926,float16,gpu,1,
ok,S 210012998/01__.fastpath,S 210012998####.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210012998_01_b47b2d69fd.npz,2761,2761,0,57512,256,512,2,224,182,79,0.1,0.526474,0.263237,2.876,float16,gpu,1,
ok,S 210013327/01__.fastpath,S 210013327#S 210013327###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210013327_01_9baa137365.npz,290,290,0,18352,256,512,2,224,148,31,0.1,0.526474,0.263237,0.352,float16,gpu,1,
ok,S 210013527/01__.fastpath,S 210013527#S 210013527###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210013527_01_e200473966.npz,1393,1393,0,30528,256,512,2,224,144,53,0.1,0.527366,0.263683,1.531,float16,gpu,1,
ok,S 210013537/00____D.fastpath,S 210013537# #D.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210013537_00____D_5030048e71.npz,822,822,0,13872,256,512,2,224,51,68,0.1,0.526292,0.263146,0.947,float16,gpu,1,
ok,S 210013537/01__.fastpath,S 210013537#S 210013537###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210013537_01_b0230d2be1.npz,2072,2072,0,35264,256,512,2,224,116,76,0.1,0.526474,0.263237,2.218,float16,gpu,1,
ok,S 210013537/01___D2.fastpath,S 210013537##D#$.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210013537_01___D2_688fdcb782.npz,915,915,0,12740,256,512,2,224,49,65,0.1,0.526292,0.263146,1.010,float16,gpu,1,
ok,S 210013973/01_1.fastpath,S 210013973#S 210013973#1##S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210013973_01_1_a6c2b6c112.npz,135,135,0,38808,256,512,2,224,154,63,0.1,0.526292,0.263146,0.220,float16,gpu,1,
ok,S 210013973/02_2.fastpath,S 210013973#S 210013973#2##S#2.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210013973_02_2_86f72ed434.npz,1135,1135,0,25284,256,512,2,224,147,43,0.1,0.526292,0.263146,1.199,float16,gpu,1,
ok,S 210014145/01__.fastpath,S 210014145#S 210014145###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210014145_01_0b4fbb34cb.npz,1973,1973,0,27984,256,512,2,224,159,44,0.1,0.526474,0.263237,2.031,float16,gpu,1,
ok,S 210014570/01__.fastpath,S 210014570#S 210014570###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210014570_01_a9f2981ace.npz,2420,2420,0,28520,256,512,2,224,155,46,0.1,0.527366,0.263683,2.489,float16,gpu,1,
ok,S 210014774/01__.fastpath,S 210014774#S 210014774###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210014774_01_a1dd34add0.npz,1277,1277,0,26884,256,512,2,224,143,47,0.1,0.527366,0.263683,1.321,float16,gpu,1,
ok,S 210014778/01__.fastpath,S 210014778#S 210014778###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210014778_01_e3c126b976.npz,830,830,0,18920,256,512,2,224,110,43,0.1,0.525142,0.262571,0.935,float16,gpu,1,
ok,S 210015088/01__.fastpath,S 210015088#S 210015088###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210015088_01_a0941d3cc4.npz,1546,1546,0,13612,256,512,2,224,83,41,0.1,0.526292,0.263146,1.729,float16,gpu,1,
ok,S 210015094/01__.fastpath,S 210015094#S 210015094###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210015094_01_975a5cde14.npz,290,290,0,32012,256,512,2,224,151,53,0.1,0.526292,0.263146,0.374,float16,gpu,1,
ok,S 210015214/01_1.fastpath,S 210015214#S 210015214#1##S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210015214_01_1_5c56d789b7.npz,855,855,0,22496,256,512,2,224,148,38,0.1,0.526474,0.263237,0.973,float16,gpu,1,
ok,S 210015214/02_2.fastpath,S 210015214#S 210015214#2##S#2.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210015214_02_2_fa3bfb86f8.npz,1152,1152,0,31800,256,512,2,224,150,53,0.1,0.526474,0.263237,1.195,float16,gpu,1,
ok,S 210015219/01__.fastpath,S 210015219#S 210015219###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210015219_01_da64b6f5c9.npz,1924,1924,0,29500,256,512,2,224,125,59,0.1,0.526474,0.263237,1.977,float16,gpu,1,
ok,S 210015223/01__.fastpath,S 210015223#S 210015223###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210015223_01_4e44905a96.npz,712,712,0,22932,256,512,2,224,147,39,0.1,0.526474,0.263237,0.798,float16,gpu,1,
ok,S 210015530/01__.fastpath,S 210015530#S 210015530###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210015530_01_47e036bf7f.npz,1571,1571,0,26488,256,512,2,224,154,43,0.1,0.525142,0.262571,1.650,float16,gpu,1,
ok,S 210015994/01__.fastpath,S 210015994#S 210015994###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210015994_01_0a61359e5a.npz,1822,1822,0,35040,256,512,2,224,146,60,0.1,0.526292,0.263146,1.910,float16,gpu,1,
ok,S 210016455/01__.fastpath,S 210016455#S 210016455###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210016455_01_8f60683d50.npz,1014,1014,0,15100,256,512,2,224,151,25,0.1,0.526292,0.263146,1.077,float16,gpu,1,
ok,S 210016459/01__.fastpath,S 210016459#S 210016459###S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210016459_01_8ed5140db9.npz,825,825,0,31360,256,512,2,224,140,56,0.1,0.526292,0.263146,0.873,float16,gpu,1,
ok,S 210016803/01_1.fastpath,S 210016803#S 210016803#1##S#1.svs,/home/eteriny/projects/foundation_inference/outputs/uni_thyroid_patch256/S_210016803_01_1_7819b0c777.npz,803,803,0,21888,256,512,2,224,144,38,0.1,0.525142,0.262571,0.870,float16,gpu,1,
