model,fold,epoch,train_loss,class_biases,val_n,val_positive,val_negative,val_threshold,val_roc_auc,val_average_precision,val_accuracy,val_balanced_accuracy,val_f1,val_precision,val_recall_sensitivity,val_specificity,val_tn,val_fp,val_fn,val_tp
abmil,2,1,0.3675434601320342,,108,36,72,0.5608256459236145,0.986496913580247,0.976009710430982,0.9351851851851852,0.9375,0.9066666666666666,0.8717948717948718,0.9444444444444444,0.9305555555555556,67,5,2,34
abmil,2,2,0.17057082488521522,,108,36,72,0.2952759861946106,0.9884259259259258,0.9791957203415538,0.9259259259259259,0.9444444444444444,0.9,0.8181818181818182,1.0,0.8888888888888888,64,8,0,36
abmil,2,3,0.11509293262256477,,108,36,72,0.39059028029441833,0.9884259259259258,0.9807680771106737,0.9629629629629629,0.9583333333333333,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9722222222222222,70,2,2,34
abmil,2,4,0.06503854046080335,,108,36,72,0.9124317169189453,0.9903549382716049,0.9834184118677277,0.9629629629629629,0.9513888888888888,0.9428571428571428,0.9705882352941176,0.9166666666666666,0.9861111111111112,71,1,3,33
abmil,2,5,0.04246976009321742,,108,36,72,0.17631492018699646,0.9888117283950617,0.9816401085143143,0.9537037037037037,0.9583333333333333,0.9333333333333333,0.8974358974358975,0.9722222222222222,0.9444444444444444,68,4,1,35
abmil,2,6,0.02451024504010656,,108,36,72,0.9723443388938904,0.9880401234567902,0.979988483817185,0.9444444444444444,0.9375,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9583333333333334,69,3,3,33
abmil,2,7,0.01621613495936894,,108,36,72,0.33083638548851013,0.9888117283950617,0.9796791717730696,0.9629629629629629,0.9652777777777778,0.9459459459459459,0.9210526315789473,0.9722222222222222,0.9583333333333334,69,3,1,35
abmil,2,8,0.0054669876271148,,108,36,72,0.3404041528701782,0.9891975308641976,0.9803882141487786,0.9629629629629629,0.9652777777777778,0.9459459459459459,0.9210526315789473,0.9722222222222222,0.9583333333333334,69,3,1,35
abmil,2,9,0.024290523400322728,,108,36,72,0.49229925870895386,0.9899691358024691,0.9811122676278201,0.9444444444444444,0.9513888888888888,0.9210526315789473,0.875,0.9722222222222222,0.9305555555555556,67,5,1,35
