model,fold,epoch,train_loss,class_biases,val_n,val_positive,val_negative,val_threshold,val_roc_auc,val_average_precision,val_accuracy,val_balanced_accuracy,val_f1,val_precision,val_recall_sensitivity,val_specificity,val_tn,val_fp,val_fn,val_tp
abmil,1,1,0.38860035712539326,,108,36,72,0.7591382265090942,0.9934413580246914,0.9864170207331409,0.9629629629629629,0.9722222222222222,0.9473684210526315,0.9,1.0,0.9444444444444444,68,4,0,36
abmil,1,2,0.17431809452624472,,108,36,72,0.8985903859138489,0.9926697530864198,0.9855366814999085,0.9722222222222222,0.9652777777777778,0.9577464788732394,0.9714285714285714,0.9444444444444444,0.9861111111111112,71,1,2,34
abmil,1,3,0.10708115122908979,,108,36,72,0.7418187260627747,0.9953703703703703,0.9911712651908731,0.9629629629629629,0.9722222222222222,0.9473684210526315,0.9,1.0,0.9444444444444444,68,4,0,36
abmil,1,4,0.05549608241376602,,108,36,72,0.9288975596427917,0.9922839506172839,0.9861628957913583,0.9722222222222222,0.9652777777777778,0.9577464788732394,0.9714285714285714,0.9444444444444444,0.9861111111111112,71,1,2,34
abmil,1,5,0.03784504109643996,,108,36,72,0.6850935816764832,0.9953703703703703,0.9921492921492923,0.9722222222222222,0.9722222222222222,0.958904109589041,0.9459459459459459,0.9722222222222222,0.9722222222222222,70,2,1,35
abmil,1,6,0.01872442643418164,,108,36,72,0.9961624145507812,0.9965277777777778,0.9934185955083789,0.9722222222222222,0.9652777777777778,0.9577464788732394,0.9714285714285714,0.9444444444444444,0.9861111111111112,71,1,2,34
abmil,1,7,0.012398879316295257,,108,36,72,0.8802196979522705,0.9922839506172839,0.9861628957913583,0.9722222222222222,0.9652777777777778,0.9577464788732394,0.9714285714285714,0.9444444444444444,0.9861111111111112,71,1,2,34
abmil,1,8,0.00989639545969984,,108,36,72,0.9905470013618469,0.9911265432098766,0.9872918946448359,0.9722222222222222,0.9722222222222222,0.958904109589041,0.9459459459459459,0.9722222222222222,0.9722222222222222,70,2,1,35
abmil,1,9,0.018634848081439528,,108,36,72,0.9972293972969055,0.9899691358024691,0.9843312502819208,0.9722222222222222,0.9652777777777778,0.9577464788732394,0.9714285714285714,0.9444444444444444,0.9861111111111112,71,1,2,34
abmil,1,10,0.001757015206630807,,108,36,72,0.9977083206176758,0.9895833333333333,0.9845659319682153,0.9722222222222222,0.9652777777777778,0.9577464788732394,0.9714285714285714,0.9444444444444444,0.9861111111111112,71,1,2,34
