model,fold,epoch,train_loss,class_biases,val_n,val_positive,val_negative,val_threshold,val_roc_auc,val_average_precision,val_accuracy,val_balanced_accuracy,val_f1,val_precision,val_recall_sensitivity,val_specificity,val_tn,val_fp,val_fn,val_tp
abmil,4,1,0.3475955084347105,,110,36,74,0.5195135474205017,0.9519519519519519,0.9450529072055994,0.9363636363636364,0.9170420420420421,0.8985507246376812,0.9393939393939394,0.8611111111111112,0.972972972972973,72,2,5,31
abmil,4,2,0.13328689646702954,,110,36,74,0.6516187787055969,0.9628378378378378,0.95426865889752,0.9454545454545454,0.9237987987987988,0.9117647058823529,0.96875,0.8611111111111112,0.9864864864864865,73,1,5,31
abmil,4,3,0.09836210612795263,,110,36,74,0.716778576374054,0.9538288288288289,0.9420632953234918,0.9363636363636364,0.9241741741741741,0.9014084507042254,0.9142857142857143,0.8888888888888888,0.9594594594594594,71,3,4,32
abmil,4,4,0.06523366363953588,,110,36,74,0.8133895993232727,0.9572072072072072,0.9431776395379927,0.9363636363636364,0.9313063063063063,0.9041095890410958,0.8918918918918919,0.9166666666666666,0.9459459459459459,70,4,3,33
abmil,4,5,0.035644749911119336,,110,36,74,0.7102231979370117,0.950075075075075,0.9377379806279003,0.9454545454545454,0.9380630630630631,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9594594594594594,71,3,3,33
abmil,4,6,0.02419067363532173,,110,36,74,0.9914422631263733,0.9583333333333333,0.9508364253978289,0.9454545454545454,0.9166666666666667,0.9090909090909091,1.0,0.8333333333333334,1.0,74,0,6,30
abmil,4,7,0.05259484327381871,,110,36,74,0.10773862898349762,0.9617117117117118,0.9491490053038,0.9454545454545454,0.9380630630630631,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9594594594594594,71,3,3,33
abmil,4,8,0.019355988215211905,,110,36,74,0.5605466365814209,0.9632132132132132,0.9514274132885108,0.9454545454545454,0.9380630630630631,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9594594594594594,71,3,3,33
abmil,4,9,0.006377528798738881,,110,36,74,0.5,0.9605855855855856,0.9504852719646527,0.9454545454545454,0.9380630630630631,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9594594594594594,71,3,3,33
abmil,4,10,0.006587168741541076,,110,36,74,0.9305047392845154,0.9564564564564564,0.9423595750800073,0.9363636363636364,0.9241741741741741,0.9014084507042254,0.9142857142857143,0.8888888888888888,0.9594594594594594,71,3,4,32
