model,fold,epoch,train_loss,class_biases,val_n,val_positive,val_negative,val_threshold,val_roc_auc,val_average_precision,val_accuracy,val_balanced_accuracy,val_f1,val_precision,val_recall_sensitivity,val_specificity,val_tn,val_fp,val_fn,val_tp
abmil,3,1,0.343246641453857,,110,36,74,0.7853795289993286,0.9894894894894896,0.9807993447542169,0.9636363636363636,0.9658408408408408,0.9459459459459459,0.9210526315789473,0.9722222222222222,0.9594594594594594,71,3,1,35
abmil,3,2,0.16620874341680275,,110,36,74,0.5,0.9936186186186187,0.9879774603797438,0.9636363636363636,0.9658408408408408,0.9459459459459459,0.9210526315789473,0.9722222222222222,0.9594594594594594,71,3,1,35
abmil,3,3,0.1253790991261485,,110,36,74,0.7207481265068054,0.9932432432432432,0.9869193821528184,0.9727272727272728,0.9725975975975976,0.958904109589041,0.9459459459459459,0.9722222222222222,0.972972972972973,72,2,1,35
abmil,3,4,0.07425944362303898,,110,36,74,0.7179362177848816,0.992117117117117,0.9839086431555908,0.9727272727272728,0.9725975975975976,0.958904109589041,0.9459459459459459,0.9722222222222222,0.972972972972973,72,2,1,35
abmil,3,5,0.039277071872098675,,110,36,74,0.4209940433502197,0.9932432432432432,0.9868396361350398,0.9636363636363636,0.9658408408408408,0.9459459459459459,0.9210526315789473,0.9722222222222222,0.9594594594594594,71,3,1,35
abmil,3,6,0.03466019300483472,,110,36,74,0.08878391236066818,0.9872372372372372,0.9754697913359879,0.9454545454545454,0.9523273273273274,0.9210526315789473,0.875,0.9722222222222222,0.9324324324324325,69,5,1,35
abmil,3,7,0.03265764570333396,,110,36,74,0.5,0.992117117117117,0.9840196840874087,0.9636363636363636,0.9658408408408408,0.9459459459459459,0.9210526315789473,0.9722222222222222,0.9594594594594594,71,3,1,35
abmil,3,8,0.017367413914462303,,110,36,74,0.01264877151697874,0.9951201201201201,0.9901967246394492,0.9727272727272728,0.9797297297297297,0.96,0.9230769230769231,1.0,0.9594594594594594,71,3,0,36
abmil,3,9,0.04885041848011829,,110,36,74,0.020698262378573418,0.993993993993994,0.9876578962556255,0.9636363636363636,0.972972972972973,0.9473684210526315,0.9,1.0,0.9459459459459459,70,4,0,36
abmil,3,10,0.012243803361246907,,110,36,74,0.010280831716954708,0.9943693693693694,0.9885838221815514,0.9636363636363636,0.972972972972973,0.9473684210526315,0.9,1.0,0.9459459459459459,70,4,0,36
abmil,3,11,0.003271858397691989,,110,36,74,0.00686664180830121,0.9943693693693694,0.9885838221815515,0.9636363636363636,0.972972972972973,0.9473684210526315,0.9,1.0,0.9459459459459459,70,4,0,36
abmil,3,12,0.0016873182046150358,,110,36,74,0.003787862602621317,0.993993993993994,0.9877915860951977,0.9636363636363636,0.972972972972973,0.9473684210526315,0.9,1.0,0.9459459459459459,70,4,0,36
abmil,3,13,0.0009977636636584245,,110,36,74,0.0018315056804567575,0.993993993993994,0.9877915860951978,0.9636363636363636,0.972972972972973,0.9473684210526315,0.9,1.0,0.9459459459459459,70,4,0,36
