model,fold,epoch,train_loss,class_biases,val_n,val_positive,val_negative,val_threshold,val_roc_auc,val_average_precision,val_accuracy,val_balanced_accuracy,val_f1,val_precision,val_recall_sensitivity,val_specificity,val_tn,val_fp,val_fn,val_tp
abmil,2,1,0.39996303026235885,,108,36,72,0.6766354441642761,0.9857253086419753,0.9754841875492768,0.9444444444444444,0.9444444444444444,0.918918918918919,0.8947368421052632,0.9444444444444444,0.9444444444444444,68,4,2,34
abmil,2,2,0.1889490532425255,,108,36,72,0.5718550682067871,0.9876543209876543,0.9784039560792781,0.9259259259259259,0.9375,0.8974358974358975,0.8333333333333334,0.9722222222222222,0.9027777777777778,65,7,1,35
abmil,2,3,0.13934832300369104,,108,36,72,0.8342646956443787,0.9907407407407407,0.9837267613922026,0.9629629629629629,0.9513888888888888,0.9428571428571428,0.9705882352941176,0.9166666666666666,0.9861111111111112,71,1,3,33
abmil,2,4,0.08137568061176542,,108,36,72,0.8838688135147095,0.9911265432098766,0.9850524239284347,0.9629629629629629,0.9513888888888888,0.9428571428571428,0.9705882352941176,0.9166666666666666,0.9861111111111112,71,1,3,33
abmil,2,5,0.05478356369167717,,108,36,72,0.9125335812568665,0.9907407407407407,0.9833357545495829,0.9629629629629629,0.9513888888888888,0.9428571428571428,0.9705882352941176,0.9166666666666666,0.9861111111111112,71,1,3,33
abmil,2,6,0.03240247931834196,,108,36,72,0.8844007253646851,0.9899691358024691,0.9821920124174686,0.9629629629629629,0.9513888888888888,0.9428571428571428,0.9705882352941176,0.9166666666666666,0.9861111111111112,71,1,3,33
abmil,2,7,0.037359741212344345,,108,36,72,0.1604367047548294,0.9899691358024691,0.9821634848401615,0.9537037037037037,0.9583333333333333,0.9333333333333333,0.8974358974358975,0.9722222222222222,0.9444444444444444,68,4,1,35
abmil,2,8,0.014803852795437864,,108,36,72,0.2848467528820038,0.9907407407407407,0.982372763954106,0.9537037037037037,0.9583333333333333,0.9333333333333333,0.8974358974358975,0.9722222222222222,0.9444444444444444,68,4,1,35
abmil,2,9,0.009337556827409344,,108,36,72,0.07580521702766418,0.9895833333333334,0.9808351353936969,0.9351851851851852,0.9513888888888888,0.9113924050632911,0.8372093023255814,1.0,0.9027777777777778,65,7,0,36
abmil,2,10,0.015599517699345485,,108,36,72,0.5,0.9918981481481481,0.9842283425754704,0.9629629629629629,0.9652777777777778,0.9459459459459459,0.9210526315789473,0.9722222222222222,0.9583333333333334,69,3,1,35
abmil,2,11,0.008464463523119322,,108,36,72,0.03746587038040161,0.9872685185185186,0.9768854014427496,0.9444444444444444,0.9513888888888888,0.9210526315789473,0.875,0.9722222222222222,0.9305555555555556,67,5,1,35
abmil,2,12,0.025359519238618615,,108,36,72,0.06293875724077225,0.9884259259259258,0.9771140975916698,0.9444444444444444,0.9583333333333333,0.9230769230769231,0.8571428571428571,1.0,0.9166666666666666,66,6,0,36
abmil,2,13,0.003936127907405727,,108,36,72,0.05447830259799957,0.9930555555555556,0.9852370037034506,0.9722222222222222,0.9791666666666667,0.96,0.9230769230769231,1.0,0.9583333333333334,69,3,0,36
abmil,2,14,0.0021508550465503427,,108,36,72,0.08144045621156693,0.9930555555555556,0.9852874590170637,0.9722222222222222,0.9722222222222222,0.958904109589041,0.9459459459459459,0.9722222222222222,0.9722222222222222,70,2,1,35
abmil,2,15,0.001226309280398013,,108,36,72,0.02536100707948208,0.9934413580246914,0.9859284846580894,0.9722222222222222,0.9791666666666667,0.96,0.9230769230769231,1.0,0.9583333333333334,69,3,0,36
abmil,2,16,0.000872378447497181,,108,36,72,0.12363169342279434,0.9930555555555556,0.9852874590170637,0.9722222222222222,0.9722222222222222,0.958904109589041,0.9459459459459459,0.9722222222222222,0.9722222222222222,70,2,1,35
abmil,2,17,0.016624086334374708,,108,36,72,0.06183592975139618,0.992283950617284,0.9856100037378751,0.9722222222222222,0.9722222222222222,0.958904109589041,0.9459459459459459,0.9722222222222222,0.9722222222222222,70,2,1,35
abmil,2,18,0.037270968262524906,,108,36,72,0.029119161888957024,0.9922839506172839,0.985546203130375,0.9444444444444444,0.9583333333333333,0.9230769230769231,0.8571428571428571,1.0,0.9166666666666666,66,6,0,36
