model,fold,epoch,train_loss,class_biases,val_n,val_positive,val_negative,val_threshold,val_roc_auc,val_average_precision,val_accuracy,val_balanced_accuracy,val_f1,val_precision,val_recall_sensitivity,val_specificity,val_tn,val_fp,val_fn,val_tp
abmil,3,1,0.3306402533634369,,110,36,74,0.8308571577072144,0.9876126126126126,0.9748540656801616,0.9636363636363636,0.9658408408408408,0.9459459459459459,0.9210526315789473,0.9722222222222222,0.9594594594594594,71,3,1,35
abmil,3,2,0.1627839489355952,,110,36,74,0.35844531655311584,0.9932432432432432,0.9868396361350398,0.9636363636363636,0.9658408408408408,0.9459459459459459,0.9210526315789473,0.9722222222222222,0.9594594594594594,71,3,1,35
abmil,3,3,0.11008605564442266,,110,36,74,0.28123563528060913,0.9928678678678678,0.9851347387412572,0.9727272727272728,0.9725975975975976,0.958904109589041,0.9459459459459459,0.9722222222222222,0.972972972972973,72,2,1,35
abmil,3,4,0.0884378288077722,,110,36,74,0.5,0.9906156156156156,0.9796129206516884,0.9727272727272728,0.9725975975975976,0.958904109589041,0.9459459459459459,0.9722222222222222,0.972972972972973,72,2,1,35
abmil,3,5,0.050636890395589246,,110,36,74,0.01172560453414917,0.993993993993994,0.9878563089540382,0.9636363636363636,0.972972972972973,0.9473684210526315,0.9,1.0,0.9459459459459459,70,4,0,36
abmil,3,6,0.06782432588160278,,110,36,74,0.27683088183403015,0.9913663663663663,0.9811802919559018,0.9636363636363636,0.972972972972973,0.9473684210526315,0.9,1.0,0.9459459459459459,70,4,0,36
abmil,3,7,0.02391120837100026,,110,36,74,0.05274838209152222,0.9917417417417418,0.9829865293813311,0.9545454545454546,0.9662162162162162,0.935064935064935,0.8780487804878049,1.0,0.9324324324324325,69,5,0,36
abmil,3,8,0.012876486182812877,,110,36,74,0.08272509276866913,0.9906156156156156,0.9806498675637649,0.9636363636363636,0.9658408408408408,0.9459459459459459,0.9210526315789473,0.9722222222222222,0.9594594594594594,71,3,1,35
abmil,3,9,0.02139465780423581,,110,36,74,0.5,0.9913663663663663,0.9823509734315373,0.9636363636363636,0.9658408408408408,0.9459459459459459,0.9210526315789473,0.9722222222222222,0.9594594594594594,71,3,1,35
abmil,3,10,0.032018446914935966,,110,36,74,0.2696092128753662,0.9879879879879879,0.9779806260528736,0.9636363636363636,0.9658408408408408,0.9459459459459459,0.9210526315789473,0.9722222222222222,0.9594594594594594,71,3,1,35
