model,folds,test_roc_auc_mean,test_roc_auc_std,test_average_precision_mean,test_average_precision_std,test_accuracy_mean,test_accuracy_std,test_balanced_accuracy_mean,test_balanced_accuracy_std,test_f1_mean,test_f1_std,test_precision_mean,test_precision_std,test_recall_sensitivity_mean,test_recall_sensitivity_std,test_specificity_mean,test_specificity_std
abmil,5,0.9872484034546789,0.004381790577871158,0.9787103284028904,0.009260679576751904,0.9527133715615392,0.015625248574717556,0.9386266022618563,0.016301936540876975,0.9257691282324714,0.0242205589766284,0.9565010781133563,0.03727356878740243,0.897542242703533,0.02358298651677456,0.9797109618201795,0.017849536587111005
