model,fold,epoch,train_loss,class_biases,val_n,val_positive,val_negative,val_threshold,val_roc_auc,val_average_precision,val_accuracy,val_balanced_accuracy,val_f1,val_precision,val_recall_sensitivity,val_specificity,val_tn,val_fp,val_fn,val_tp
abmil,1,1,0.4025564520809788,,108,36,72,0.7687642574310303,0.9930555555555556,0.9859192026535939,0.9629629629629629,0.9722222222222222,0.9473684210526315,0.9,1.0,0.9444444444444444,68,4,0,36
abmil,1,2,0.18492725110879565,,108,36,72,0.6207633018493652,0.9926697530864198,0.9857791859090794,0.9537037037037037,0.9583333333333333,0.9333333333333333,0.8974358974358975,0.9722222222222222,0.9444444444444444,68,4,1,35
abmil,1,3,0.11039379980743462,,108,36,72,0.8561336398124695,0.9945987654320987,0.9896087209812701,0.9629629629629629,0.9722222222222222,0.9473684210526315,0.9,1.0,0.9444444444444444,68,4,0,36
abmil,1,4,0.06628709678905557,,108,36,72,0.856770932674408,0.9915123456790124,0.9849302449210262,0.9629629629629629,0.9583333333333333,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9722222222222222,70,2,2,34
abmil,1,5,0.04242961522763528,,108,36,72,0.9709713459014893,0.9938271604938272,0.989501705550299,0.9722222222222222,0.9652777777777778,0.9577464788732394,0.9714285714285714,0.9444444444444444,0.9861111111111112,71,1,2,34
abmil,1,6,0.025384223066534765,,108,36,72,0.6602141261100769,0.9945987654320988,0.990640817730601,0.9629629629629629,0.9652777777777778,0.9459459459459459,0.9210526315789473,0.9722222222222222,0.9583333333333334,69,3,1,35
abmil,1,7,0.015349269414328785,,108,36,72,0.9610578417778015,0.9899691358024691,0.9828583219292931,0.9722222222222222,0.9652777777777778,0.9577464788732394,0.9714285714285714,0.9444444444444444,0.9861111111111112,71,1,2,34
abmil,1,8,0.01838345709121781,,108,36,72,0.9925274848937988,0.986111111111111,0.981572651566253,0.9722222222222222,0.9652777777777778,0.9577464788732394,0.9714285714285714,0.9444444444444444,0.9861111111111112,71,1,2,34
abmil,1,9,0.019163338647435253,,108,36,72,0.9658384323120117,0.9864969135802469,0.9799936540417863,0.9629629629629629,0.9583333333333333,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9722222222222222,70,2,2,34
abmil,1,10,0.0029791110248372646,,108,36,72,0.9780138731002808,0.9853395061728394,0.977254065791893,0.9629629629629629,0.9583333333333333,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9722222222222222,70,2,2,34
abmil,1,11,0.0024816872285758776,,108,36,72,0.9738948345184326,0.9845679012345679,0.977192318937383,0.9629629629629629,0.9583333333333333,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9722222222222222,70,2,2,34
