model,folds,test_roc_auc_mean,test_roc_auc_std,test_average_precision_mean,test_average_precision_std,test_accuracy_mean,test_accuracy_std,test_balanced_accuracy_mean,test_balanced_accuracy_std,test_f1_mean,test_f1_std,test_precision_mean,test_precision_std,test_recall_sensitivity_mean,test_recall_sensitivity_std,test_specificity_mean,test_specificity_std
abmil,5,0.9854779957702681,0.006515076427689486,0.9766861011254097,0.011130511152153655,0.936973323360758,0.020487700269138466,0.9375516728913903,0.01305930949219051,0.9080463980463982,0.02712930050347141,0.8821217969159008,0.06619939616354377,0.9391193036354327,0.026134621075499805,0.9359840421473479,0.03858255348386279
