model,folds,test_roc_auc_mean,test_roc_auc_std,test_average_precision_mean,test_average_precision_std,test_accuracy_mean,test_accuracy_std,test_balanced_accuracy_mean,test_balanced_accuracy_std,test_f1_mean,test_f1_std,test_precision_mean,test_precision_std,test_recall_sensitivity_mean,test_recall_sensitivity_std,test_specificity_mean,test_specificity_std
abmil,5,0.9874964969741216,0.0038544143506106586,0.9785577595828432,0.007703029373077521,0.9464195684090972,0.025440742863396173,0.9324863790000745,0.03902715991703931,0.9147610584578058,0.04531049127289828,0.9489911218724778,0.064722877683724,0.891500256016385,0.09318018719496572,0.9734725019837637,0.03458582832805023
